PlotNumber,SiteUnit,bgc
9614343,MH  wh   /101a,MH  wh
9614342,CWH wh 1 /101a,CWH wh 1
9614341,CWH wh 1 /115,CWH wh 1
9614338,CWH wh 1 /115,CWH wh 1
9614337,MH  wh   /110,MH  wh
9614335,CWH wh 2 /101c,CWH wh 2
9614333,MH  wh   /111,MH  wh
9614332,MH  wh   /102,MH  wh
9614327,CWH wh 1 /102,CWH wh 1
9614320,CWH wh 1 /118,CWH wh 1
9614292,MH  mm 1 /103,MH  mm 1
9614289,MH  mm 1 /104,MH  mm 1
9614275,CWH wh 2 /101a,CWH wh 2
9614274,CWH wh 1 /101a,CWH wh 1
9614273,CWH wh 1 /111a,CWH wh 1
9614271,CWH wh 1 /112,CWH wh 1
9614270,CWH wh 1 /101a,CWH wh 1
9614268,CWH wh 1 /113,CWH wh 1
9614267,CWH wh 1 /101a,CWH wh 1
9614266,CWH wh 1 /110b,CWH wh 1
9614265,CWH wh 2 /112,CWH wh 2
9614263,CWH wh 1 /101a,CWH wh 1
9614262,CWH wh 1 /101a,CWH wh 1
9614261,CWH wh 1 /114,CWH wh 1
9614260,CWH wh 1 /110b,CWH wh 1
9614259,CWH wh 2 /111,CWH wh 2
9614258,MH  wh   /110,MH  wh
9614257,CWH wh 2 /101a,CWH wh 2
9614256,CWH wh 1 /118,CWH wh 1
9614252,CWH wh 1 /101a,CWH wh 1
9614251,CWH wh 1 /105,CWH wh 1
961406,CWH vh 2 /110,CWH vh 2
961405,CWH wm   /112b,CWH wm
9613975,CWH ws 1 /103,CWH ws 1
9613952,CWH ws 1 /103,CWH ws 1
9613943,CWH ws 1 /103,CWH ws 1
9613938,CWH ws 1 /103,CWH ws 1
9613937,CWH ws 1 /103,CWH ws 1
9613936,CWH ws 1 /103,CWH ws 1
9613926,CWH ws 1 /103,CWH ws 1
9613271,ESSFwc 3  /103,ESSFwc 3
9613150,ESSFwc 3  /103,ESSFwc 3
9612969,CWH vm 1 /110,CWH vm 1
9612536,MH  mm 1 /111,MH  mm 1
9612535,MH  mm 1 /101a,MH  mm 1
9612532,MH  mm 1 /111,MH  mm 1
9612530,MH  mm 1 /111,MH  mm 1
9612529,MH  mm 1 /101a,MH  mm 1
9612527,MH  mm 1 /101a,MH  mm 1
9612510,CWH vm 2 /111.1,CWH vm 2
9612507,MH  mm 1 /101a,MH  mm 1
9612506,MH  mm 1 /101a,MH  mm 1
9612502,MH  mm 1 /111,MH  mm 1
9612498,MH  mm 1 /103,MH  mm 1
9612497,MH  mm 1 /111,MH  mm 1
9612496,MH  mm 1 /111,MH  mm 1
9612424,MH  mm 1 /104,MH  mm 1
9612404,MH  mm 1 /101a,MH  mm 1
9612398,CWH vm 2 /101,CWH vm 2
9612396,MH  mm 1 /101a,MH  mm 1
9612395,MH  mm 1 /101a,MH  mm 1
9612394,MH  mm 1 /101a,MH  mm 1
9612392,MH  mm 1 /103,MH  mm 1
9612391,MH  mm 1 /101a,MH  mm 1
9612390,MH  mm 1 /104,MH  mm 1
9612389,MH  mm 1 /101a,MH  mm 1
9612369,MH  mm 1 /101a,MH  mm 1
9612293,BWBSmk   /104,BWBSmk
9612289,BWBSmk   /112,BWBSmk
9523341,IDF xh 1 /101,IDF xh 1
9523339,IDF xh 1 /104,IDF xh 1
9523334,MS  xk 1 /103,MS  xk 1
9523331,MS  xk 1 /101,MS  xk 1
9523328,ESSFxcw  /101,ESSFxcw
9523327,ESSFxc 1 /105,ESSFxc 1
9523326,ESSFxc 1 /111,ESSFxc 1
9523322,IDF dk 1 /103,IDF dk 1
9523321,MS  xk 1 /103,MS  xk 1
9523320,MS  xk 1 /101b,MS  xk 1
9523314,ESSFxc 1 /105,ESSFxc 1
9523312,ESSFxcw  /103,ESSFxcw
9523311,IDF dk 2 /105,IDF dk 2
9523307,ICH xw   /111,ICH xw
9523303,ICH dw 1 /101,ICH dw 1
9523301,ICH dw 1 /103,ICH dw 1
9523288,ICH dw 1 /104,ICH dw 1
9523286,ESSFwm 3 /104,ESSFwm 3
9523285,ESSFwm 3 /103,ESSFwm 3
9523282,MS  xk 1 /105,MS  xk 1
9523281,MS  xk 1 /104,MS  xk 1
9523092,MS  xk 1 /104,MS  xk 1
9523091,ESSFxc 1 /103,ESSFxc 1
9523089,MS  xk 1 /105,MS  xk 1
9523085,MS  xk 1 /101,MS  xk 1
9523084,MS  xk 1 /101,MS  xk 1
9523081,MS  xk 1 /101,MS  xk 1
9523080,MS  xk 1 /101,MS  xk 1
9523077,IDF dk 2 /105,IDF dk 2
9523071,IDF xh 1 /102,IDF xh 1
9400391,CWH dm 2 /112.2,CWH dm 2
94-601,IDF dk 1 /101,IDF dk 1
94-597,ESSFxc 1 /105,ESSFxc 1
94-592,IDF dk 1 /101,IDF dk 1
94-591,MS  xk 1 /104,MS  xk 1
94-588,IDF dk 1 /104,IDF dk 1
94-587,IDF dk 1 /104,IDF dk 1
94-585,IDF xh 1 /104,IDF xh 1
94-572,ESSFxc 1 /105,ESSFxc 1
94-571,ESSFxc 1 /104,ESSFxc 1
94-569,MS  xk 1 /104,MS  xk 1
94-568,ESSFxc 1 /112,ESSFxc 1
94-566,ESSFxc 1 /104,ESSFxc 1
94-563,ESSFxc 1 /104,ESSFxc 1
94-561,ESSFxc 1 /110,ESSFxc 1
94-559,ESSFxc 1 /101,ESSFxc 1
94-554,ESSFxcw  /101,ESSFxcw
94-552,ESSFxc 1 /111,ESSFxc 1
94-551,ESSFxcw  /101,ESSFxcw
93238,ESSFwcw  /101,ESSFwcw
93237,ESSFwcw  /101,ESSFwcw
932350,CWH wh 1 /115,CWH wh 1
93234,ICH mw 2 /111.1,ICH mw 2
93228,ESSFwh 1 /103,ESSFwh 1
93222,ICH mw 2 /102,ICH mw 2
93221,ICH mw 2 /111.1,ICH mw 2
93219,ICH mw 2 /111.1,ICH mw 2
93218,ICH mw 2 /101,ICH mw 2
93215,ICH mw 2 /102,ICH mw 2
93210,ICH mw 2 /102,ICH mw 2
93193,ESSFwc 4 /110,ESSFwc 4
93189,ESSFwc 4 /101,ESSFwc 4
93187,ESSFwcw  /104.1,ESSFwcw
930550,CWH wh 1 /115,CWH wh 1
92UGS3,ESSFwc 3  /110,ESSFwc 3
92UGLL7,ESSFwc 3  /110,ESSFwc 3
92UGL1,ESSFwc 3  /101,ESSFwc 3
92MK76,BWBSmk   /101,BWBSmk
92MK74,BWBSmk   /110,BWBSmk
92MK72,BWBSmk   /104,BWBSmk
92MK70,BWBSmk   /101,BWBSmk
92MK69,BWBSmk   /103,BWBSmk
92MK68,BWBSmk   /111,BWBSmk
92MK66,BWBSmk   /111,BWBSmk
92MK59,BWBSmk   /102,BWBSmk
92MK58,BWBSmk   /103,BWBSmk
92MK51,BWBSmk   /111,BWBSmk
92MK49,BWBSmk   /101,BWBSmk
92MK48,BWBSmk   /103,BWBSmk
92MK46,BWBSmk   /101,BWBSmk
92MK44,BWBSmk   /101,BWBSmk
92MK36,BWBSmk   /104,BWBSmk
92MK35,BWBSmk   /112,BWBSmk
92MK32,BWBSmk   /Gb52,BWBSmk
92MK29,BWBSmk   /104,BWBSmk
92MK26,BWBSmk   /101,BWBSmk
92MK25,BWBSmk   /111,BWBSmk
92MK24,BWBSmk   /104,BWBSmk
92MK23,BWBSmk   /104,BWBSmk
92MK22,BWBSmk   /104,BWBSmk
92MK21,BWBSmk   /101,BWBSmk
92MK20,BWBSmk   /112,BWBSmk
92MK18,BWBSmk   /101,BWBSmk
92MK12,BWBSmk   /101,BWBSmk
92MK11,BWBSmk   /101,BWBSmk
92MK10,BWBSmk   /110,BWBSmk
92MK03,BWBSmk   /Gb52,BWBSmk
92MK01,BWBSmk   /111,BWBSmk
92LGMM6,ESSFwc 3  /110,ESSFwc 3
92LGM3,ESSFwc 3  /110,ESSFwc 3
92LGL1,ESSFwc 3  /101,ESSFwc 3
92BBL1,ESSFwc 3  /110,ESSFwc 3
92BBCB2,ESSFwc 3  /101,ESSFwc 3
92223,PP  xh 1 /101,PP  xh 1
92217,IDF xh 1 /101,IDF xh 1
92211,PP  xh 1 /102,PP  xh 1
92209,PP  xh 1 /101,PP  xh 1
92208,PP  xh 1 /104,PP  xh 1
92206,PP  xh 1 /104,PP  xh 1
92205,PP  xh 1 /110,PP  xh 1
91RC036,MS  xk 2 /111,MS  xk 2
91RC035,MS  xk 2 /112,MS  xk 2
91RC034,MS  xk 2 /101,MS  xk 2
91OS012,IDF dw   /101,IDF dw
91OS011,IDF dw   /103,IDF dw
91OS010,IDF dw   /101,IDF dw
91OS009,IDF dw   /101,IDF dw
91OS008,IDF dw   /104,IDF dw
91OS007,IDF dw   /101,IDF dw
91OS006,IDF dw   /104,IDF dw
91OS005,IDF dw   /101,IDF dw
91OS004,IDF dw   /101,IDF dw
91MK060,IDF dw   /103,IDF dw
91MK059,IDF dw   /103,IDF dw
91MK057,IDF dw   /110,IDF dw
91MK056,IDF dw   /101,IDF dw
91MK055,IDF dw   /101,IDF dw
91HC015,IDF dw   /105,IDF dw
91HC009,IDF dw   /101,IDF dw
91HC007,IDF dw   /101,IDF dw
91HC004,IDF dw   /101,IDF dw
918,PP  xh 1 /104,PP  xh 1
917,BG  xh 1 /102,BG  xh 1
9154,PP  xh 1 /110,PP  xh 1
9147,PP  xh 1 /103,PP  xh 1
9146,PP  xh 1 /102,PP  xh 1
9137,PP  xh 1 /112,PP  xh 1
912678,ESSFwv   /03,ESSFwv
912578,MH  ms   /110,MH  ms
9125,PP  xh 1 /103,PP  xh 1
912478,ESSFwv   /03,ESSFwv
9123,BG  xh 1 /102,BG  xh 1
9122,PP  xh 1 /111,PP  xh 1
912178,ESSFwv   /03,ESSFwv
912078,MH  ms   /101,MH  ms
911978,ESSFwv   /09,ESSFwv
911878,ESSFwv   /01,ESSFwv
9118,PP  xh 1 /101,PP  xh 1
911778,ESSFwv   /05,ESSFwv
9113,PP  xh 1 /110,PP  xh 1
911278,CWH wh 2 /101a,CWH wh 2
9112,PP  xh 1 /104,PP  xh 1
911178,CWH wh 1 /102,CWH wh 1
911078,CWH wh 1 /102,CWH wh 1
911,PP  xh 1 /101,PP  xh 1
910978,CWH wh 1 /115,CWH wh 1
910878,CWH wh 1 /102,CWH wh 1
910778,CWH wh 1 /101a,CWH wh 1
910678,CWH wh 1 /102,CWH wh 1
910578,CWH wh 1 /103 .1,CWH wh 1
910478,CWH wh 1 /103 .2,CWH wh 1
9103031,BWBSmw   /Wb09,BWBSmw
9103018,BWBSmw   /112,BWBSmw
909,PP  xh 1 /112,PP  xh 1
9071,IDF xh 1 /101,IDF xh 1
906778,ESSFwv   /05,ESSFwv
906678,ESSFwv   /03,ESSFwv
906578,ESSFwv   /01,ESSFwv
906478,ESSFwv   /05,ESSFwv
906378,ESSFwv   /05,ESSFwv
906278,ESSFwv   /05,ESSFwv
906178,ESSFwv   /05,ESSFwv
906078,MH  ms   /110,MH  ms
905978,ESSFwv   /05,ESSFwv
905778,CWH wh 2 /101a,CWH wh 2
905678,CWH wh 1 /101a,CWH wh 1
9056,PP  xh 1 /113,PP  xh 1
905578,CWH wh 1 /101a,CWH wh 1
905478,ESSFwv   /05,ESSFwv
9052,PP  xh 1 /113,PP  xh 1
904,PP  xh 1 /104,PP  xh 1
9027,PP  xh 1 /104,PP  xh 1
9026,IDF xh 1 /104,IDF xh 1
902,BG  xh 1 /103,BG  xh 1
9005I08,IDF dw   /104,IDF dw
9005I07,IDF dw   /101,IDF dw
9005I06,IDF dw   /111,IDF dw
9005I04,IDF dw   /110,IDF dw
9005I03,IDF dw   /101,IDF dw
9005I02,IDF dw   /104,IDF dw
9005I01,IDF dw   /102,IDF dw
9004M04,IDF dw   /113,IDF dw
9004I11,IDF dw   /113,IDF dw
9004I10,IDF dw   /101,IDF dw
9004I07,IDF dw   /112,IDF dw
9004I06,IDF dw   /105,IDF dw
9004I05,IDF dw   /101,IDF dw
9004I04,IDF dw   /101,IDF dw
9004I03,IDF dw   /102,IDF dw
9003I07,IDF dw   /101,IDF dw
9003I06,IDF dw   /101,IDF dw
9003I05,IDF dw   /111,IDF dw
9003I04,IDF dw   /101,IDF dw
8OK4599,ESSFdc 1 /112b,ESSFdc 1
8OK4597,ESSFmh   /101,ESSFmh
8OK3799,ESSFmh   /101,ESSFmh
8OK3675,ICH mk 1 /105,ICH mk 1
89GP033,IDF dw   /101,IDF dw
89GP032,IDF dw   /101,IDF dw
895-3,ICH mw 5 /103,ICH mw 5
894953,CWH wm   /112a,CWH wm
894753,CWH wm   /110,CWH wm
894653,CWH wm   /101a,CWH wm
894553,CWH wm   /112a,CWH wm
894453,CWH wm   /112a,CWH wm
894153,CWH wm   /101a,CWH wm
892853,CWH wm   /110,CWH wm
892753,CWH wm   /112a,CWH wm
892553,CWH wm   /113,CWH wm
892353,CWH wm   /111,CWH wm
891553,CWH wm   /101a,CWH wm
891453,CWH wm   /101a,CWH wm
891153,CWH wm   /112a,CWH wm
890953,CWH wm   /101a,CWH wm
890753,CWH wm   /112b,CWH wm
890353,CWH wm   /101b,CWH wm
890253,CWH wm   /112a,CWH wm
890153,CWH wm   /110,CWH wm
8900495,BWBSdk   /Wm01,BWBSdk
8900355,BWBSmw   /112,BWBSmw
8900343,BWBSmw   /Wb01,BWBSmw
8900322,BWBSmw   /Wb01,BWBSmw
8900321,BWBSmw   /112,BWBSmw
88RC025,SBS mh   /05,SBS mh
88RC024,SBS mh   /01,SBS mh
88RC023,SBS mh   /03,SBS mh
88RC022,SBS mh   /01,SBS mh
88RC021,SBS mh   /01,SBS mh
88RC020,SBS mh   /01,SBS mh
88RC019,SBS mh   /05,SBS mh
88RC018,SBS mh   /07,SBS mh
88RC017,SBS mh   /07,SBS mh
88RC016,SBS mh   /07,SBS mh
88RC015,SBS mh   /05,SBS mh
88RC014,SBS mh   /05,SBS mh
88RC013,SBS mh   /09,SBS mh
88RC012,SBS mh   /01,SBS mh
88RC011,SBS mh   /04,SBS mh
88RC010,SBS mh   /01,SBS mh
88RC009,SBS mh   /05,SBS mh
88RC008,SBS mh   /05,SBS mh
88RC007,SBS mh   /05,SBS mh
88RC006,SBS mh   /04,SBS mh
88RC005,SBS mh   /05,SBS mh
88RC004,SBS mh   /04,SBS mh
88RC003,SBS mh   /04,SBS mh
88RC002,SBS mh   /01,SBS mh
88RC001,SBS mh   /04,SBS mh
88KLP54,IDF xh 1 /103,IDF xh 1
88KLP50,IDF xh 1 /102,IDF xh 1
88KLP47,IDF xh 1 /104,IDF xh 1
88KLP45,IDF xh 1 /102,IDF xh 1
88KLP40,IDF xh 1 /110,IDF xh 1
88KLP38,IDF xh 1 /113.2,IDF xh 1
88KLP36,IDF xh 1 /104,IDF xh 1
88KLP34,IDF xh 1 /101,IDF xh 1
88KLP29,IDF xh 1 /106,IDF xh 1
88KLP27,IDF xh 1 /102,IDF xh 1
88KLP23,IDF xh 1 /110,IDF xh 1
88KLP21,IDF xh 1 /105,IDF xh 1
88KLP15,IDF xh 1 /104,IDF xh 1
8830106,SBS dw 3 /88,SBS dw 3
8830105,SBS dw 3 /88,SBS dw 3
8830104,SBS dw 3 /88,SBS dw 3
8829700,SBS dw 3 /88,SBS dw 3
8829699,SBS dw 3 /88,SBS dw 3
8829698,SBS wk 1 /88,SBS wk 1
8829697,SBS wk 1 /88,SBS wk 1
87SM038,SBS mc 2 /01,SBS mc 2
87SM037,SBS mc 2 /05,SBS mc 2
87SM028,SBS mc 2 /01,SBS mc 2
87SM027,SBS mc 2 /01,SBS mc 2
87SM026,SBS mc 2 /01,SBS mc 2
87SM025,SBS mc 2 /01,SBS mc 2
87SM024,SBS mc 2 /01,SBS mc 2
87SM023,SBS mc 2 /11,SBS mc 2
87SM022,SBS mc 2 /11,SBS mc 2
87SM021,SBS mc 2 /01,SBS mc 2
87SM020,SBS mc 2 /01,SBS mc 2
87SM019,SBS mc 2 /11,SBS mc 2
87SM018,SBS mc 2 /01,SBS mc 2
87SM017,SBS mc 2 /02,SBS mc 2
87SM016,SBS mc 2 /05,SBS mc 2
87SM015,SBS mc 2 /01,SBS mc 2
87SM014,SBS mc 2 /05,SBS mc 2
87SM013,SBS mc 2 /01,SBS mc 2
87SM012,SBS mc 2 /01,SBS mc 2
87SM011,SBS mc 2 /08,SBS mc 2
87SM010,SBS mc 2 /01,SBS mc 2
87SM009,SBS mc 2 /05,SBS mc 2
87SM008,SBS mc 2 /02,SBS mc 2
87SM007,SBS mc 2 /08,SBS mc 2
87SM006,SBS mc 2 /01,SBS mc 2
87SM005,SBS mc 2 /01,SBS mc 2
87SM004,SBS mc 2 /08,SBS mc 2
87SM003,SBS mc 2 /02,SBS mc 2
87SM002,SBS mc 2 /05,SBS mc 2
87SM001,SBS mc 2 /11,SBS mc 2
87PC18,BWBSdk   /101,BWBSdk
8717586,ESSFmv 3 /01,ESSFmv 3
8717585,BWBSdk   /104,BWBSdk
8717582,BWBSdk   /101,BWBSdk
8717579,ESSFmv 3 /01,ESSFmv 3
8717578,ESSFmv 3 /04,ESSFmv 3
86MW015,SBS mc 2 /05,SBS mc 2
86MW014,SBS mc 2 /05,SBS mc 2
86MW013,SBS mc 2 /05,SBS mc 2
86DYG02,BWBSdk   /103,BWBSdk
86DYG01,BWBSdk   /110,BWBSdk
8630488,ESSFmv 3 /04,ESSFmv 3
8630485,ESSFmv 3 /01,ESSFmv 3
8630484,ESSFmv 3 /01,ESSFmv 3
8630481,ESSFmv 3 /01,ESSFmv 3
8630475,BWBSmw   /112,BWBSmw
8630357,ESSFmv 3 /02,ESSFmv 3
8630354,ESSFmv 3 /04,ESSFmv 3
8630350,ESSFmv 3 /07,ESSFmv 3
8630349,ESSFmv 3 /01,ESSFmv 3
8630345,ESSFmv 3 /07,ESSFmv 3
8630340,ESSFmv 3 /01,ESSFmv 3
8630335,SBS wk 3 /02,SBS wk 3
8630334,SBS wk 3 /02,SBS wk 3
8630333,ESSFmv 1 /03,ESSFmv 1
8630332,ESSFmv 1 /01,ESSFmv 1
8630331,ESSFmv 1 /03,ESSFmv 1
8630329,ESSFmv 1 /01,ESSFmv 1
8630328,ESSFmv 1 /05,ESSFmv 1
8630326,ESSFmv 1 /03,ESSFmv 1
8630324,ESSFmv 1 /02,ESSFmv 1
8630323,ESSFmv 1 /01,ESSFmv 1
8630321,ESSFmv 1 /01,ESSFmv 1
8630320,ESSFmv 1 /01,ESSFmv 1
8630319,ESSFmv 1 /01,ESSFmv 1
8630318,ESSFmv 1 /03,ESSFmv 1
8630316,ESSFmv 1 /02,ESSFmv 1
8630315,ESSFmv 1 /04,ESSFmv 1
8630314,ESSFmv 1 /02,ESSFmv 1
8630313,ESSFmv 1 /01,ESSFmv 1
8630312,ESSFmv 1 /01,ESSFmv 1
8630311,ESSFmv 1 /01,ESSFmv 1
8630310,ESSFmv 1 /03,ESSFmv 1
8630309,ESSFmv 1 /03,ESSFmv 1
8630308,ESSFmv 1 /04,ESSFmv 1
8630307,ESSFmv 1 /01,ESSFmv 1
8630306,ESSFmv 1 /01,ESSFmv 1
8630305,ESSFmv 1 /01,ESSFmv 1
8630304,ESSFmv 1 /01,ESSFmv 1
8630303,ESSFmv 1 /04,ESSFmv 1
8630299,ESSFmv 3 /06,ESSFmv 3
8630298,ESSFmv 3 /01,ESSFmv 3
8630297,ESSFmv 3 /04,ESSFmv 3
8630296,ESSFmv 3 /04,ESSFmv 3
8630293,ESSFmv 3 /01,ESSFmv 3
8630292,SBS mk 2 /05,SBS mk 2
8630291,SBS mk 2 /01,SBS mk 2
8630289,ESSFmv 3 /02,ESSFmv 3
8630288,ESSFmv 3 /05,ESSFmv 3
8630287,ESSFmv 4 /01,ESSFmv 4
8630286,BWBSdk   /101,BWBSdk
8630284,ESSFmv 4 /01,ESSFmv 4
8630283,ESSFmv 4 /01,ESSFmv 4
8630282,ESSFmv 4 /01,ESSFmv 4
8630281,BWBSdk   /101,BWBSdk
8630280,ESSFmv 4 /01,ESSFmv 4
8630279,BWBSdk   /101,BWBSdk
8630278,BWBSdk   /104,BWBSdk
8630277,SBS mk 2 /01,SBS mk 2
8630276,SBS mk 2 /06,SBS mk 2
8630274,SBS mk 2 /03,SBS mk 2
8630273,SBS mk 2 /06,SBS mk 2
8630272,SBS mk 2 /01,SBS mk 2
8630271,SBS mk 2 /01,SBS mk 2
8630270,SBS mk 2 /03,SBS mk 2
8630269,SBS mk 2 /05,SBS mk 2
8630268,SBS mk 2 /01,SBS mk 2
8630267,SBS mk 2 /01,SBS mk 2
8630266,SBS mk 2 /03,SBS mk 2
8630265,SBS mk 2 /03,SBS mk 2
8630264,SBS mk 2 /01,SBS mk 2
8630263,SBS mk 2 /06,SBS mk 2
8630262,SBS mk 2 /01,SBS mk 2
8630261,ESSFmv 3 /04,ESSFmv 3
8630260,ESSFmv 3 /04,ESSFmv 3
8630259,ESSFmv 3 /01,ESSFmv 3
8630255,ESSFmv 3 /04,ESSFmv 3
8630254,ESSFmv 3 /01,ESSFmv 3
8630253,ESSFmv 3 /01,ESSFmv 3
8630251,ESSFmv 3 /05,ESSFmv 3
8630249,ESSFmv 3 /01,ESSFmv 3
8630248,ESSFmv 3 /01,ESSFmv 3
8630247,ESSFmv 3 /01,ESSFmv 3
8630246,ESSFmv 3 /01,ESSFmv 3
8630245,ESSFmv 3 /04,ESSFmv 3
8630243,ESSFmv 3 /04,ESSFmv 3
8630241,ESSFmv 3 /01,ESSFmv 3
8630240,ESSFmv 3 /01,ESSFmv 3
8630239,ESSFmv 3 /01,ESSFmv 3
8630238,ESSFmv 3 /01,ESSFmv 3
8630237,ESSFmv 3 /01,ESSFmv 3
8630236,ESSFmv 3 /01,ESSFmv 3
8630235,ESSFmv 3 /01,ESSFmv 3
8630234,BWBSdk   /101,BWBSdk
8630233,ESSFmv 3 /01,ESSFmv 3
8630232,ESSFmv 3 /01,ESSFmv 3
8630231,BWBSdk   /103,BWBSdk
8630230,ESSFmv 3 /01,ESSFmv 3
8630227,ESSFmv 3 /01,ESSFmv 3
8630226,ESSFmv 3 /01,ESSFmv 3
8630225,ESSFmv 3 /01,ESSFmv 3
8630222,ESSFmv 3 /04,ESSFmv 3
8630221,ESSFmv 3 /01,ESSFmv 3
8630219,ESSFmv 3 /01,ESSFmv 3
8630218,ESSFmv 3 /01,ESSFmv 3
8630215,ESSFmv 3 /01,ESSFmv 3
8630214,ESSFmv 3 /04,ESSFmv 3
8630210,ESSFmv 3 /04,ESSFmv 3
8630209,ESSFmv 3 /01,ESSFmv 3
8630208,ESSFmv 3 /01,ESSFmv 3
8630207,ESSFmv 3 /04,ESSFmv 3
8630204,ESSFmv 3 /04,ESSFmv 3
8630203,ESSFmv 3 /06,ESSFmv 3
8630201,ESSFmv 3 /05,ESSFmv 3
8630198,ESSFmv 2 /01,ESSFmv 2
8630197,BWBSmw   /110,BWBSmw
8630195,SBS wk 2 /04,SBS wk 2
8630190,ESSFmv 2 /04,ESSFmv 2
8630189,ESSFmv 2 /01,ESSFmv 2
8630188,BWBSmw   /101,BWBSmw
8630185,ESSFmv 4 /01,ESSFmv 4
8630184,ESSFmv 4 /01,ESSFmv 4
8630183,ESSFmv 4 /01,ESSFmv 4
8630182,ESSFmv 4 /01,ESSFmv 4
8630181,BWBSwk 2 /111,BWBSwk 2
8630180,BWBSwk 2 /111,BWBSwk 2
8630178,BWBSwk 2 /101,BWBSwk 2
8630177,BWBSmw   /101,BWBSmw
8630176,BWBSwk 2 /104,BWBSwk 2
8630174,BWBSwk 2 /102,BWBSwk 2
8630173,ESSFmv 2 /01,ESSFmv 2
8630172,ESSFmv 2 /01,ESSFmv 2
8630165,ESSFmv 2 /06,ESSFmv 2
8630164,ESSFmv 4 /01,ESSFmv 4
8630163,BWBSmw   /104,BWBSmw
8630162,ESSFmv 2 /04,ESSFmv 2
8630160,BWBSmk   /101,BWBSmk
8630159,BWBSmk   /104,BWBSmk
8630158,BWBSmk   /110,BWBSmk
8630155,BWBSmk   /101,BWBSmk
8630152,BWBSmk   /104,BWBSmk
8630151,BWBSmk   /104,BWBSmk
8630150,BWBSmw   /111,BWBSmw
8630149,BWBSmk   /104,BWBSmk
8630148,BWBSmw   /111,BWBSmw
8630147,BWBSmk   /102,BWBSmk
8630146,BWBSmk   /101,BWBSmk
8630145,BWBSmk   /104,BWBSmk
8630144,BWBSmk   /104,BWBSmk
8630142,BWBSmk   /Wb03.1,BWBSmk
8630141,BWBSmk   /104,BWBSmk
8630140,BWBSmk   /101,BWBSmk
8630137,BWBSmk   /101,BWBSmk
8630135,BWBSmw   /111,BWBSmw
8630132,BWBSmw   /101,BWBSmw
8630131,BWBSmw   /101,BWBSmw
8630130,BWBSmw   /101,BWBSmw
8630103,BWBSwk 2 /103,BWBSwk 2
8630102,BWBSwk 2 /101,BWBSwk 2
8630101,BWBSwk 2 /101,BWBSwk 2
8629500,ESSFmv 1 /03,ESSFmv 1
8629498,ESSFmv 1 /03,ESSFmv 1
8629493,ESSFmv 1 /01,ESSFmv 1
8629492,ESSFmv 1 /01,ESSFmv 1
8606733,ESSFmv 1 /01,ESSFmv 1
8606732,ESSFmv 1 /03,ESSFmv 1
8606730,ESSFmv 1 /01,ESSFmv 1
85RC123,IDF dw   /101,IDF dw
85RC081,SBS mc 2 /05,SBS mc 2
85OS082,IDF dw   /101,IDF dw
85OS019,IDF dw   /103,IDF dw
85OS015,IDF dw   /101,IDF dw
85OS014,IDF dw   /103,IDF dw
85OS012,IDF dw   /113,IDF dw
85GB55,ESSFxc 2 /103a,ESSFxc 2
85GB54,ESSFxc 2 /111,ESSFxc 2
85GB53,ESSFxc 2 /103a,ESSFxc 2
85GB47,ESSFxc 2 /103a,ESSFxc 2
85GB46,ESSFxc 2 /103a,ESSFxc 2
85GB40,ESSFxc 2 /101,ESSFxc 2
85GB39,ESSFxc 2 /111,ESSFxc 2
85GB38,ESSFxc 2 /103a,ESSFxc 2
85GB37,ESSFxc 2 /103a,ESSFxc 2
85GB36,ESSFxc 2 /103a,ESSFxc 2
85GB35,ESSFxc 2 /103a,ESSFxc 2
85GB33,ESSFxc 2 /103a,ESSFxc 2
85GB31,ESSFxc 2 /103a,ESSFxc 2
85GB30,ESSFxc 2 /103a,ESSFxc 2
85GB29,ESSFxc 2 /101,ESSFxc 2
85GB26,ESSFxc 2 /110,ESSFxc 2
85GB24,ESSFxc 2 /103a,ESSFxc 2
85GB21,ESSFxc 2 /112,ESSFxc 2
85GB20,ESSFxc 2 /111,ESSFxc 2
85GB19,ESSFxc 2 /103a,ESSFxc 2
85GB18,ESSFxc 2 /111,ESSFxc 2
85GB17,ESSFxc 2 /101,ESSFxc 2
85GB16,ESSFxc 2 /110,ESSFxc 2
85GB15,ESSFxc 2 /103a,ESSFxc 2
85GB14,ESSFxc 2 /103a,ESSFxc 2
85GB12,ESSFxc 2 /103b,ESSFxc 2
85GB11,ESSFxc 2 /103b,ESSFxc 2
85DL080,IDF xh 2 /111,IDF xh 2
85DL079,IDF xh 2 /111,IDF xh 2
85DL075,IDF xh 1 /113.1,IDF xh 1
85DL074,IDF xh 1 /104,IDF xh 1
85DL073,IDF xh 1 /103,IDF xh 1
85DL072,IDF xh 1 /101,IDF xh 1
85DL070,IDF xh 1 /105,IDF xh 1
85DL069,IDF xh 1 /101,IDF xh 1
85DL068,IDF xh 1 /101,IDF xh 1
85DL067,IDF xh 1 /105,IDF xh 1
85DL064,IDF xh 1 /101,IDF xh 1
85DL062,IDF xh 1 /104,IDF xh 1
85DL057,IDF xh 2 /101,IDF xh 2
85DL056,IDF xh 2 /101,IDF xh 2
85DL055,IDF dk 2 /110,IDF dk 2
85DL054,IDF dk 2 /101,IDF dk 2
85DL051,IDF dk 2 /104,IDF dk 2
85DL049,IDF dk 2 /101,IDF dk 2
85DL048,PP  xh 2 /103b,PP  xh 2
